EST,Temperatura máximaC,Temperatura mediaC,Temperatura mínimaC,Punto de rocíoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presión al nivel del marhPa, Mean Presión al nivel del marhPa, Min Presión al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de ráfagasKm/h,Precipitaciónmm, CloudCover, Eventos,WindDirDegrees
2013-3-8,6,3,-1,0,-1,-4,100,76,51,1022,1018,1016,16,7,0,27,12,43,14.22,8,Niebla-Nieve,358
2013-3-9,13,7,2,-2,-6,-11,59,40,21,1027,1024,1022,16,16,16,26,10,37,0.00,0, ,36
2013-3-10,10,6,2,1,0,-3,82,70,58,1029,1027,1026,16,16,16,21,8,26,0.00,1, ,152
2013-3-11,12,8,4,8,4,1,93,81,68,1027,1023,1019,16,15,10,26,10,39,0.00,7, ,171
2013-3-12,14,10,6,12,8,2,96,81,65,1019,1011,1005,16,10,3,32,13,60,20.07,7,Lluvia,194
2013-3-13,11,7,3,2,-3,-7,76,54,31,1012,1011,1009,16,16,16,27,10,43,0.00,2, ,288
2013-3-14,5,2,-2,-4,-12,-16,59,41,23,1014,1012,1010,16,16,16,34,19,55,0.00,4, ,302
2013-3-15,8,4,-1,-2,-8,-13,57,46,35,1015,1011,1006,16,16,16,26,13,42,0.00,4, ,282
2013-3-16,5,3,0,-1,-3,-8,89,67,44,1013,1010,1008,16,9,0,21,6,31,3.05,7,Niebla-Nieve,38
2013-3-17,3,1,-2,-2,-9,-13,82,57,32,1026,1020,1013,16,16,14,23,10,37,0.00,0, ,304
2013-3-18,2,0,-2,-1,-7,-15,100,68,35,1029,1025,1016,16,10,0,27,15,39,15.24,5,Niebla-Lluvia-Nieve,73
2013-3-19,6,3,1,1,0,-3,96,78,59,1015,1008,1006,16,12,3,37,16,53,9.14,6,Lluvia,24
2013-3-20,7,4,0,-4,-8,-10,64,46,28,1012,1010,1009,16,16,16,32,12,45,T,4, ,290
2013-3-21,4,2,-1,-3,-9,-13,78,54,30,1010,1007,1003,16,16,11,23,10,37,T,8,Nieve,346
2013-3-22,5,2,-2,-6,-9,-12,58,48,37,1012,1009,1007,16,16,16,27,14,42,0.00,4, ,287
2013-3-23,8,4,0,-6,-8,-9,56,44,31,1013,1011,1010,16,16,16,29,15,50,0.00,3, ,293
2013-3-24,8,4,1,-3,-7,-8,59,47,34,1014,1010,1006,16,16,16,21,8,29,0.00,0, ,344
2013-3-25,4,3,2,1,-1,-5,92,71,50,1006,1001,998,16,13,6,39,14,58,4.32,7,Lluvia-Nieve,68
2013-3-26,12,7,3,-1,-3,-6,76,54,32,1011,1007,1002,16,16,16,21,8,32,0.00,5, ,306
2013-3-27,12,7,2,-2,-5,-8,60,43,26,1015,1012,1011,16,16,16,26,9,39,0.00,2, ,297
2013-3-28,11,7,3,-1,-2,-4,70,56,42,1020,1016,1014,16,16,16,21,9,37,T,4, ,325
2013-3-29,13,9,4,-2,-3,-5,64,47,29,1021,1020,1017,16,16,16,24,9,39,0.00,3, ,306
2013-3-30,15,10,4,-1,-4,-9,64,42,19,1022,1020,1018,16,16,16,19,7,27,0.00,1, ,301
2013-3-31,12,9,7,7,1,-7,93,61,29,1020,1014,1005,16,13,2,26,10,39,2.03,4,Lluvia,204
2013-4-1,17,10,3,7,3,-12,93,62,30,1013,1006,1003,16,12,3,32,10,50,T,4,Lluvia,275
2013-4-2,6,3,1,-10,-12,-14,43,33,22,1019,1015,1013,16,16,16,29,15,48,0.00,2, ,292
2013-4-3,8,4,1,-11,-13,-14,41,31,20,1026,1021,1019,16,16,16,24,17,50,0.00,0, ,293
2013-4-4,12,6,1,-2,-8,-11,53,40,26,1029,1024,1019,16,16,16,21,9,35,0.00,0, ,246
2013-4-5,18,12,5,-2,-6,-10,57,37,16,1018,1012,1006,16,16,16,27,9,47,0.00,1, ,306
2013-4-6,11,7,2,-2,-9,-16,57,36,14,1026,1023,1016,16,16,16,32,10,50,0.00,0, ,272
2013-4-7,13,9,4,6,1,-6,71,56,40,1026,1021,1016,16,16,16,23,11,50,0.00,1, ,199
2013-4-8,23,17,11,8,5,2,77,52,27,1018,1016,1015,16,16,16,26,7,42,0.00,0, ,204
2013-4-9,28,19,11,10,6,-1,89,53,16,1015,1014,1012,16,15,10,27,8,50,T,0, ,288
2013-4-10,23,18,13,14,10,7,86,65,44,1014,1012,1009,16,12,2,26,8,52,12.45,3,Lluvia,106
2013-4-11,16,12,8,14,9,3,93,77,60,1018,1014,1008,16,13,2,24,10,37,T,7, ,82
2013-4-12,8,7,5,5,4,3,93,82,71,1017,1011,1006,16,9,2,37,18,55,16.00,8,Lluvia,78
2013-4-13,14,10,5,4,3,-1,93,67,41,1015,1011,1007,16,16,13,21,5,31,0.25,7,Lluvia,344
2013-4-14,14,11,8,2,-2,-4,61,46,30,1023,1018,1015,16,16,16,26,9,39,0.00,3,Lluvia,345
2013-4-15,15,11,7,4,-2,-4,71,51,30,1029,1027,1024,16,16,16,23,9,29,0.00,2, ,132
2013-4-16,17,13,8,11,8,3,80,70,60,1028,1025,1020,16,16,16,29,10,42,0.00,4, ,172
2013-4-17,22,17,13,12,6,0,78,53,28,1026,1022,1020,16,16,16,19,9,31,0.51,4,Lluvia,8
2013-4-18,15,13,11,12,6,1,100,70,40,1027,1025,1020,16,15,8,27,10,43,0.25,6,Lluvia,159
2013-4-19,22,17,13,16,13,12,93,80,66,1020,1012,1004,16,12,1,26,12,42,1.27,6,Lluvia,175
2013-4-20,16,11,6,13,2,-6,83,54,25,1026,1013,1006,16,16,10,26,14,48,1.52,4,Lluvia,287
2013-4-21,13,8,3,-1,-6,-9,58,40,22,1037,1033,1027,16,16,16,24,8,37,0.00,0, ,51
2013-4-22,13,9,5,1,-1,-3,67,53,38,1038,1036,1032,16,16,16,34,15,42,0.00,2, ,90
2013-4-23,12,8,5,4,2,-1,76,69,62,1032,1027,1020,16,16,6,32,14,50,0.00,7, ,54
2013-4-24,21,14,7,9,6,3,83,64,45,1019,1015,1010,16,14,11,19,8,31,0.00,0, ,231
2013-4-25,19,13,8,11,-2,-7,77,48,18,1025,1020,1011,16,16,14,26,9,45,0.00,2, ,277
2013-4-26,19,15,10,0,-2,-7,45,32,18,1030,1027,1025,16,16,16,21,5,37,0.00,0, ,271
2013-4-27,22,16,9,-1,-3,-6,46,32,18,1030,1028,1026,16,16,16,21,7,29,0.00,0, ,89
2013-4-28,21,16,11,5,1,-4,59,41,22,1026,1025,1023,16,16,14,23,7,34,0.00,0, ,178
2013-4-29,14,13,11,10,8,6,77,69,61,1024,1023,1022,16,16,10,21,8,35,1.02,8,Lluvia,168
2013-4-30,20,16,11,9,2,-7,89,54,18,1027,1025,1023,16,16,14,16,9, ,0.00,4, ,108
2013-5-1,21,14,8,6,2,-4,71,49,27,1032,1030,1028,16,16,16,26,7,42,0.00,0, ,69
2013-5-2,22,16,9,7,4,2,80,54,27,1031,1029,1027,16,16,16,14,6,23,0.00,0, ,116
2013-5-3,19,14,9,6,4,1,80,57,34,1031,1030,1029,16,16,16,27,10,43,0.00,1, ,90
2013-5-4,21,15,9,7,5,3,86,61,35,1028,1026,1025,16,16,14,26,9,35,0.00,0, ,93
2013-5-5,18,13,8,6,4,2,76,56,36,1027,1025,1024,16,16,16,23,9,31,0.00,2, ,77
2013-5-6,21,14,8,11,8,6,86,69,52,1026,1023,1021,16,15,11,19,6,26,0.00,5, ,91
2013-5-7,23,17,11,14,11,8,83,68,53,1022,1021,1019,16,16,13,16,9,23,0.00,3, ,77
2013-5-8,17,15,13,16,14,11,97,88,78,1020,1018,1015,16,7,0,19,9,27,76.71,7,Niebla-Lluvia,73
2013-5-9,20,16,12,14,13,11,93,80,67,1016,1014,1012,16,9,1,14,6,21,12.70,6,Lluvia,52
2013-5-10,26,21,15,13,12,12,80,61,42,1016,1014,1012,16,15,10,16,6,32,0.25,0, ,243
2013-5-11,21,19,16,17,16,13,100,89,78,1013,1009,1006,14,7,0,16,5,29,27.69,6,Niebla-Lluvia,233
2013-5-12,21,16,11,16,4,-4,93,59,24,1014,1007,1004,16,16,11,26,13,47,T,2,Lluvia,279
2013-5-13,14,11,7,0,-3,-5,58,44,29,1020,1016,1014,16,16,16,24,12,40,0.00,2, ,289
2013-5-14,16,11,6,1,-3,-8,70,45,19,1020,1019,1017,16,16,16,16,7,27,0.00,0, ,280
2013-5-15,21,17,12,14,7,-2,73,56,38,1018,1012,1006,16,16,13,35,16,45,0.00,5, ,214
2013-5-16,26,22,17,13,10,5,78,55,32,1010,1008,1006,16,16,14,21,6,37,0.00,1, ,284
2013-5-17,22,18,14,5,4,1,51,40,29,1023,1017,1011,16,16,16,27,6,42,0.00,0, ,359
2013-5-18,18,16,13,12,9,4,80,62,43,1026,1025,1023,16,16,14,14,3,26,0.25,5, ,155
2013-5-19,15,14,13,14,13,9,100,84,67,1028,1025,1022,16,5,2,19,7,29,15.24,8,Lluvia,143
2013-5-20,26,21,14,18,16,14,100,82,64,1022,1019,1015,16,7,0,16,3,24,0.00,5,Niebla,230
2013-5-21,30,25,20,20,18,18,84,70,55,1015,1013,1010,16,12,6,21,9,35,0.00,0, ,234
2013-5-22,26,21,15,20,17,13,90,79,68,1014,1012,1011,16,9,4,26,5,39,0.00,5, ,93
2013-5-23,27,22,18,21,19,17,100,84,67,1013,1011,1008,16,8,0,19,9,35,45.97,7,Niebla-Lluvia,179
2013-5-24,18,13,7,17,12,4,100,88,76,1014,1009,1005,16,10,2,24,9,48,7.62,8,Lluvia,298
2013-5-25,12,10,7,7,5,3,92,76,59,1016,1013,1012,16,14,3,27,15,55,3.56,8,Lluvia,307
2013-5-26,19,14,9,3,2,-1,66,48,30,1023,1017,1014,16,16,16,32,14,47,0.00,2, ,302
2013-5-27,23,17,11,4,2,0,54,39,23,1024,1022,1020,16,16,16,19,6,32,0.00,0, ,264
2013-5-28,20,17,13,14,11,4,100,72,43,1024,1022,1021,16,6,1,16,4,27,13.21,6,Niebla-Lluvia,109
2013-5-29,28,21,14,19,16,14,100,79,58,1021,1019,1016,16,6,1,16,3,26,0.00,4,Niebla,86
2013-5-30,32,27,22,19,17,15,73,56,38,1020,1019,1018,16,15,10,16,8,27,0.00,1, ,252
2013-5-31,32,28,24,20,17,13,69,52,35,1020,1018,1015,16,14,11,16,7,29,0.00,0, ,257
2013-6-1,32,28,23,20,18,17,73,59,45,1016,1015,1012,16,16,14,19,6,32,0.00,0, ,240
2013-6-2,31,26,21,22,19,17,97,73,48,1013,1010,1008,16,14,1,24,10,42,21.59,2,Niebla-Lluvia,248
2013-6-3,26,22,19,21,19,8,97,71,45,1012,1011,1009,16,8,0,19,5,31,22.10,7,Niebla-Lluvia,65
2013-6-4,24,19,14,8,5,2,57,43,29,1020,1016,1013,16,16,16,21,8,34,0.00,1, ,300
2013-6-5,23,19,14,12,7,2,78,57,36,1023,1021,1020,16,16,16,16,6,31,0.00,0, ,87
2013-6-6,21,18,15,15,13,9,97,72,47,1021,1020,1016,16,13,8,21,8,34,3.30,4,Lluvia,146
2013-6-7,17,16,15,16,15,14,100,95,90,1016,1010,1004,13,4,1,32,14,52,105.66,8,Niebla-Lluvia,74
2013-6-8,25,19,14,17,14,12,93,77,61,1017,1009,1002,16,13,2,24,6,32,12.19,6,Lluvia,320
2013-6-9,27,22,17,16,14,12,84,63,42,1022,1020,1018,16,16,14,16,4,27,0.00,1, ,313
2013-6-10,21,19,17,19,17,16,100,84,68,1021,1017,1010,14,4,1,23,9,40,35.05,7,Niebla-Lluvia,105
2013-6-11,27,22,18,19,18,14,100,79,58,1010,1007,1003,16,9,2,26,10,48,2.29,6,Lluvia,305
2013-6-12,24,22,18,15,11,9,70,54,38,1011,1009,1006,16,16,14,26,9,47,0.00,1, ,308
2013-6-13,21,17,13,16,14,11,93,74,55,1010,1003,998,16,9,0,32,11,50,32.00,7,Niebla-Lluvia,89
2013-6-14,22,17,12,16,12,11,93,73,53,1012,1006,1001,16,13,2,29,8,45,9.65,6,Lluvia,4
2013-6-15,27,22,16,13,11,8,78,55,32,1016,1014,1012,16,16,16,19,6,34,0.00,1, ,290
2013-6-16,27,23,18,18,13,9,73,58,43,1015,1012,1008,16,16,14,24,6,47,0.00,2, ,264
2013-6-17,29,25,21,19,18,16,84,68,51,1013,1012,1010,16,14,4,16,4,37,0.25,1,Lluvia,257
2013-6-18,29,23,18,21,18,17,93,72,51,1012,1012,1010,14,9,2,19,6,26,4.83,5,Lluvia,74
2013-6-19,25,20,15,17,12,6,93,62,31,1022,1016,1012,16,15,5,21,8,31,0.25,2,Lluvia,25
2013-6-20,27,22,17,14,12,9,67,56,45,1025,1024,1022,16,16,14,19,6,32,0.00,0, ,225
2013-6-21,28,23,18,14,11,6,63,53,42,1026,1025,1024,16,16,16,16,8,34,0.00,0, ,245
2013-6-22,29,24,18,17,12,8,61,53,44,1025,1023,1021,16,16,14,16,7,32,0.00,0, ,253
2013-6-23,31,26,21,21,18,14,82,67,51,1022,1020,1018,16,16,14,23,7,39,0.00,1, ,223
2013-6-24,33,28,23,21,19,16,87,64,40,1019,1017,1014,16,14,11,21,7,32,0.00,1, ,258
2013-6-25,33,28,23,21,19,17,73,59,44,1015,1012,1009,16,13,11,23,5,45,T,1, ,252
2013-6-26,29,27,23,21,19,17,82,67,51,1011,1010,1008,16,14,2,19,6,31,1.27,2,Lluvia,267
2013-6-27,30,27,23,23,21,19,93,75,57,1009,1006,1001,16,10,2,21,7,39,6.10,5,Lluvia,129
2013-6-28,29,26,23,22,21,17,93,74,55,1002,1000,998,16,14,8,19,8,35,T,4, ,247
2013-6-29,28,25,22,22,19,17,84,71,58,1006,1002,999,16,13,10,19,6,29,0.00,3, ,222
2013-6-30,30,27,23,23,22,20,94,80,65,1014,1010,1006,16,11,5,16,5,32,T,4,Lluvia,178
2013-7-1,25,24,22,23,22,21,93,88,82,1018,1015,1013,14,9,0,23,5,42,21.34,7,Niebla-Lluvia,203
2013-7-2,28,25,22,23,22,21,94,84,74,1022,1020,1018,16,13,10,19,4,35,2.03,6,Lluvia,170
2013-7-3,28,26,23,24,23,20,100,87,74,1025,1023,1022,16,11,0,19,7,29,13.46,4,Niebla-Lluvia,250
2013-7-4,31,27,24,24,22,21,100,80,59,1025,1023,1021,16,14,10,23,7,37,0.00,4, ,235
2013-7-5,32,28,24,23,22,19,87,69,51,1024,1022,1019,16,15,13,21,8,31,0.00,1, ,235
2013-7-6,33,29,26,22,21,19,79,62,44,1021,1019,1017,16,16,14,21,7,34,0.00,0, ,270
2013-7-7,33,29,26,22,21,17,74,63,51,1018,1016,1013,16,16,16,21,7,37,0.00,1, ,256
2013-7-8,32,27,23,22,19,18,87,67,46,1017,1016,1014,16,13,0,21,7,39,5.59,2,Niebla-Lluvia,263
2013-7-9,31,27,23,23,20,18,88,71,53,1019,1017,1015,14,10,1,24,5,40,5.84,3,Lluvia,251
2013-7-10,29,27,24,23,22,20,87,73,59,1016,1013,1009,16,10,6,21,7,32,T,4,Lluvia,243
2013-7-11,29,27,24,23,19,14,85,66,47,1013,1011,1009,16,14,11,16,6,27,T,3, ,292
2013-7-12,25,23,20,21,18,15,93,74,54,1020,1017,1013,16,10,2,29,15,43,6.35,6,Lluvia,68
2013-7-13,27,23,19,22,21,19,97,86,74,1026,1024,1020,14,9,2,21,9,29,1.52,7,Lluvia,74
2013-7-14,32,28,23,23,22,19,100,76,51,1028,1026,1024,16,12,6,16,6,26,0.00,4,Lluvia,263
2013-7-15,34,30,26,23,21,19,79,62,44,1024,1023,1020,16,15,13,14,6,26,0.00,1, ,307
2013-7-16,34,30,25,21,18,16,71,54,36,1023,1022,1020,16,15,14,23,7,32,0.00,1, ,29
2013-7-17,36,31,26,22,20,17,71,53,34,1022,1020,1018,16,14,11,14,5,26,0.00,1, ,35
2013-7-18,37,32,27,22,21,19,65,52,38,1018,1016,1014,16,13,10,14,6,24,0.00,0, ,270
2013-7-19,36,32,28,24,23,21,74,60,46,1015,1012,1009,13,10,8,24,8,40,0.00,1, ,251
2013-7-20,34,31,27,23,21,19,69,58,47,1010,1009,1007,16,11,10,24,9,42,0.00,1, ,254
2013-7-21,32,28,24,21,18,14,79,58,36,1014,1013,1010,16,16,13,19,7,27,0.00,2, ,80
2013-7-22,30,27,24,23,22,19,94,80,65,1015,1012,1009,14,9,4,19,8,27,1.52,6,Lluvia,88
2013-7-23,31,27,23,23,22,19,94,75,55,1010,1005,1001,16,10,2,23,7,37,7.87,6,Lluvia,251
2013-7-24,28,24,20,20,17,11,79,62,45,1014,1007,1003,16,16,16,23,7,35,0.00,2, ,327
2013-7-25,20,19,18,15,12,9,73,63,52,1018,1016,1014,16,16,16,27,14,40,0.25,8,Lluvia,57
2013-7-26,28,23,18,17,14,13,78,59,40,1017,1016,1016,16,16,16,21,8,29,0.00,5, ,34
2013-7-27,28,24,21,18,17,14,84,65,45,1018,1016,1015,16,16,13,19,5,34,0.00,1, ,250
2013-7-28,26,23,21,22,19,17,93,80,67,1016,1015,1013,16,11,3,21,3,32,6.10,5,Lluvia,161
2013-7-29,29,25,21,21,17,9,97,66,34,1019,1016,1014,16,15,8,23,6,35,0.25,2,Lluvia,293
2013-7-30,28,24,19,13,12,11,63,51,39,1022,1020,1020,16,16,16,16,6,27,0.00,1, ,294
2013-7-31,28,24,19,16,14,12,68,54,39,1022,1020,1017,16,16,16,13,5,27,0.00,1, ,243
2013-8-1,24,22,19,20,18,16,97,79,60,1017,1013,1010,16,7,1,16,5,26,16.51,7,Niebla-Lluvia,199
2013-8-2,28,24,19,20,17,13,97,69,40,1013,1011,1009,16,11,3,21,7,40,0.00,3, ,281
2013-8-3,26,23,20,18,16,13,73,63,53,1013,1012,1010,16,15,6,21,5,29,1.52,4,Lluvia,260
2013-8-4,27,23,19,17,12,9,78,57,36,1015,1012,1011,16,16,16,21,8,34,0.00,1, ,322
2013-8-5,26,21,17,11,8,4,67,48,29,1018,1017,1015,16,16,16,16,5,26,0.00,0, ,289
2013-8-6,28,23,18,14,12,9,73,54,35,1020,1019,1017,16,16,16,14,4,27,0.00,2, ,55
2013-8-7,27,24,21,19,17,15,79,65,51,1021,1020,1018,16,16,16,21,8,35,T,7, ,172
2013-8-8,27,24,21,23,21,19,97,86,74,1019,1017,1016,16,9,1,16,7,31,11.68,7,Niebla-Lluvia,188
2013-8-9,29,27,23,24,22,21,94,80,65,1016,1012,1009,16,12,5,26,7,35,1.27,6,Lluvia,198
2013-8-10,28,25,21,21,16,11,82,61,39,1018,1015,1012,16,16,16,23,8,34,0.00,0, ,305
2013-8-11,27,23,18,17,12,9,68,52,36,1020,1019,1017,16,16,16,14,4,23,0.00,4, ,282
2013-8-12,28,24,21,20,18,15,90,70,49,1018,1015,1014,16,14,3,13,3,21,1.27,5,Lluvia,291
2013-8-13,25,23,20,22,19,18,97,83,69,1013,1009,1006,16,8,1,19,4,29,21.59,6,Lluvia,170
2013-8-14,23,20,16,18,9,7,87,64,41,1017,1012,1008,16,16,14,24,10,43,0.00,1, ,317
2013-8-15,26,21,15,11,9,6,72,52,31,1021,1020,1018,16,16,16,16,6,26,0.00,1, ,286
